label,kind,n_prompt,n_gen,target,weights_id,max_context,prefill_chunk,mtp_draft_tokens,proposal_head,decode_path,kv_cache,kv_payload_bytes,load_host_to_device_bytes,weights_capacity_bytes,sequence_capacity_bytes,workspace_capacity_bytes,workspace_general_capacity_bytes,vision_handoff_capacity_bytes,cuda_graph_allowance_bytes,workspace_peak_bytes,workspace_allocator_peak_bytes,spec_rounds,spec_fallback_steps,spec_acceptance_rate,repetitions,prefill_tok_s_mean,prefill_tok_s_stddev,decode_output_tok_s_mean,decode_output_tok_s_stddev,decode_engine_tok_s_mean,decode_engine_tok_s_stddev,prepare_seconds_mean,prefill_seconds_mean,decode_seconds_mean,total_seconds_mean
pp1024+tg128,pp+tg,1024,128,qwen3_6_35b_a3b,groupwise-int,32896,1024,0,full,cuda_graph,int8-group64,347381760,21038461952,21038469632,482357248,109453312,109453312,,12582912,109453312,109453312,0,0,,5,20952.87968,60.42705913,372.5121364,4.405690321,372.5121364,4.405690321,2.64946e-05,0.0488718896,0.3436515486,0.3932522684
pp8192+tg128,pp+tg,8192,128,qwen3_6_35b_a3b,groupwise-int,32896,1024,0,full,cuda_graph,int8-group64,347381760,21038461952,21038469632,482357248,109453312,109453312,,12582912,109453312,109453312,0,0,,5,19018.14201,18.03943982,361.4948861,0.09234835454,361.4948861,0.09234835454,0.000119574,0.4307469096,0.3540852488,0.7858431524
pp32768+tg128,pp+tg,32768,128,qwen3_6_35b_a3b,groupwise-int,32896,1024,0,full,cuda_graph,int8-group64,347381760,21038461952,21038469632,482357248,109453312,109453312,,12582912,109453312,109453312,0,0,,5,15179.57987,16.17020504,332.5146325,0.8048796522,332.5146325,0.8048796522,0.0005331198,2.158691479,0.3849472756,2.545718544
